"Response ID","Time Started","Date Submitted","Status","Contact ID","Legacy Comments","Comments","Language","Referer","SessionID","User Agent","Tags","IP Address","Longitude","Latitude","Country","City","State/Region","Postal","Please select your state and technology center from the drop-down menu below.","Please select the type of school you attend:","How many career technical education (CTE) courses will you have taken by the end of your senior year? (These are classes that are targeted to certain careers, like finance, health careers or agriculture.)","Select the answer choice that best describes the career pathway/CTE area where you have taken the most classes. ","The next three pages of questions ask you about your experiences in your classes at this technology center only. Do you understand this?","I understand how the activities we do relate to what we are supposed to be learning. :Think about all of the classes where you do reading, writing, interpreting and communicating AT THIS CENTER. How often do the following statements occur?","I learn skills that help me read texts (such as finding key words, summarizing, annotating, etc.).:Think about all of the classes where you do reading, writing, interpreting and communicating AT THIS CENTER. How often do the following statements occur?","We discuss the texts we read with other students in pairs or small groups.:Think about all of the classes where you do reading, writing, interpreting and communicating AT THIS CENTER. How often do the following statements occur?","I learn reading and writing skills for each subject that help me read the texts or documents for that class (such as learning how to read an engineering article in an engineering class).:Think about all of the classes where you do reading, writing, interpreting and communicating AT THIS CENTER. How often do the following statements occur?","My teachers ask questions that really make me think about the texts that we read. :Think about all of the classes where you do reading, writing, interpreting and communicating AT THIS CENTER. How often do the following statements occur?","I complete written assignments to show what I have learned. :Think about all of the classes where you do reading, writing, interpreting and communicating AT THIS CENTER. How often do the following statements occur?","I complete assignments that require me to present my work orally. :Think about all of the classes where you do reading, writing, interpreting and communicating AT THIS CENTER. How often do the following statements occur?","My teachers have me do written assignments that require me to use evidence to support what I write. :Think about all of the classes where you do reading, writing, interpreting and communicating AT THIS CENTER. How often do the following statements occur?","My teachers have me do assignments using online or in-person research. :Think about all of the classes where you do reading, writing, interpreting and communicating AT THIS CENTER. How often do the following statements occur?","Teachers at my center help me understand the math that I need to know to complete a CTE project or assignment.:The following questions ask about all of the MATH you have learned at this center. How often do the following statements occur?","Classes at my center allow me to learn from other students by discussing different ways to solve a math problem. :The following questions ask about all of the MATH you have learned at this center. How often do the following statements occur?","Teachers at my center encourage me to understand math concepts instead of just memorizing rules and procedures. :The following questions ask about all of the MATH you have learned at this center. How often do the following statements occur?","Teachers at my center have me apply math to situations in the real world. :The following questions ask about all of the MATH you have learned at this center. How often do the following statements occur?","Teachers at my center encourage me to think about more than one way to solve a math problem before I choose my strategy. :The following questions ask about all of the MATH you have learned at this center. How often do the following statements occur?","When we solve problems, teachers at my center ask me to explain how I chose my method of solving the problem.:The following questions ask about all of the MATH you have learned at this center. How often do the following statements occur?","The math I use at the center requires me to use more than one math concept to solve.:The following questions ask about all of the MATH you have learned at this center. How often do the following statements occur?","The math that I do in my CTE classes helps me in my regular math classes. :The following questions ask about all of the MATH you have learned at this center. How often do the following statements occur?","Create a solution to a real-world problem or challenge. :To what extent do you agree that you regularly complete assignments in YOUR CAREER PATHWAY/CTE CLASSES where you: ","Do background research to develop a plan for design. :To what extent do you agree that you regularly complete assignments in YOUR CAREER PATHWAY/CTE CLASSES where you: ","Work with a group to create a solution to a real-world problem or challenge. :To what extent do you agree that you regularly complete assignments in YOUR CAREER PATHWAY/CTE CLASSES where you: ","Apply technical knowledge and skills to a real-world problem or challenge. :To what extent do you agree that you regularly complete assignments in YOUR CAREER PATHWAY/CTE CLASSES where you: ","Present my solution to experts within the industry. :To what extent do you agree that you regularly complete assignments in YOUR CAREER PATHWAY/CTE CLASSES where you: ","Use industry related technology or software on an assignment. :To what extent do you agree that you regularly complete assignments in YOUR CAREER PATHWAY/CTE CLASSES where you: ","Make a written record of my work (such as a work log).:To what extent do you agree that you regularly complete assignments in YOUR CAREER PATHWAY/CTE CLASSES where you: ","Use math to complete an assignment.:To what extent do you agree that you regularly complete assignments in YOUR CAREER PATHWAY/CTE CLASSES where you: ","Identify or diagnose a problem.:To what extent do you agree that you regularly complete assignments in ANY OF YOUR CLASSES where you: ","Form a hypothesis about the problem.:To what extent do you agree that you regularly complete assignments in ANY OF YOUR CLASSES where you: ","Conduct research related to the problem.:To what extent do you agree that you regularly complete assignments in ANY OF YOUR CLASSES where you: ","Propose, design and choose a possible solution.:To what extent do you agree that you regularly complete assignments in ANY OF YOUR CLASSES where you: ","Implement a proposed solution.:To what extent do you agree that you regularly complete assignments in ANY OF YOUR CLASSES where you: ","Evaluate the solution and outcomes,. (Such as troubleshooting or thinking about what worked and didn't work.):To what extent do you agree that you regularly complete assignments in ANY OF YOUR CLASSES where you: ","Who does most of the talking in your classes?","If I do not do well on an assignment, my teachers require me to relearn the material with a new assignment. :Please indicate the extent to which you agree with the following statements about your center.","If I have already learned something we are doing in class, my teacher has a different assignment for me to work on. :Please indicate the extent to which you agree with the following statements about your center.","If I do not understand something in class, my teachers explain it in a different way to help me understand. :Please indicate the extent to which you agree with the following statements about your center.","My teachers at this center give me feedback on my assignments that helps me understand what I need to do better. :Please indicate the extent to which you agree with the following statements about your center.","My teachers at this center help me learn from my mistakes on my assignments.:Please indicate the extent to which you agree with the following statements about your center.","My teachers at this center use strategies (like quizzes and questioning check-ins) to identify skills that I still need to master. :Please indicate the extent to which you agree with the following statements about your center.","I have a chance to redo assignments that I do poorly on. :Please indicate the extent to which you agree with the following statements about your center.","Tutoring is available within the school day.:Please indicate the extent to which you agree with the following statements about your center.","My teachers at this center notice if a student is not doing well in class. :Please indicate the extent to which you agree with the following statements about your center.","Our center lets parents know if students are not doing well in their classes. :Please indicate the extent to which you agree with the following statements about your center.","My center offers online classes for students who need to retake a class.:Please indicate whether the following statements are true of your center.","My center offers opportunities to earn dual enrollment college credit for a CTE course.:Please indicate whether the following statements are true of your center.","My center offers opportunities to earn an academic credit (such as math or science) from a CTE class.:Please indicate whether the following statements are true of your center.","My school offers CTE and academic co-requisite classes (these are academic and CTE classes that are taken at the same time.):Please indicate whether the following statements are true of your center.","Guest speakers talking about various careers:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Career fairs:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Information about jobs and careers that will be in high demand:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Chance to speak with someone at your school about a career you are interested in:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Information from your school about internships or other work-based opportunities that you can take during high school:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Chance to participate in a career technical student organization (CTSO) like SkillsUSA or HOSA Future Health Professionals:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Job shadowing (observing someone at their workplace to learn more about that job or business):Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Worksite tours:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Paid or unpaid internships that are organized by the school:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Chance to work  regularly with someone in a career you are interested in:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Chance to do a presentation for your school on your experiences during an internship or work opportunity:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Chance to do a project that helps you connect what you are learning in school with what you did in an internship or work opportunity:Have you or will you have had the following opportunities to think about / explore careers THROUGH YOUR CENTER by the time you graduate:","Your technology center:Did you have a teacher adviser, teacher mentor, counselor or career coach who helped you select courses and plan for your future at: (Check all that apply)","Your home high school:Did you have a teacher adviser, teacher mentor, counselor or career coach who helped you select courses and plan for your future at: (Check all that apply)","None of the above:Did you have a teacher adviser, teacher mentor, counselor or career coach who helped you select courses and plan for your future at: (Check all that apply)","Talked about what classes to take at the center.:During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Talked about what you'd like to do after high school. :During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Talked about different options for college or careers after high school. :During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Talked about your career goal. :During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Came up with a plan  together for the courses you would take in high school based on the education and career that you want after high school.:During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Met with you and your parent/guardian every year.:During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Discussed what training or education you would need after high school to achieve your career goal. :During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Discussed all the different options for colleges (including community colleges, technical colleges, 2-year colleges, 4-year colleges, etc.).:During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Discussed financial aid options for study after high school. :During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Discussed how to apply for education after high school (either college, technical college or career training). :During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Discussed what major you would need to choose in college to achieve your career goal. :During your time at this center, did you have a meeting with your CTE teacher adviser, career coach or counselor where you:","Approximately how many semester hours of college credit do you expect to have earned by the end of 12th grade?  This means that you have taken classes in high school that will apply towards a college degree. ","AP  credit:What types of college credit have you or will you have earned: (mark all that apply)","IB credit :What types of college credit have you or will you have earned: (mark all that apply)","Cambridge AICE credit :What types of college credit have you or will you have earned: (mark all that apply)","Dual credit (this type of credit is when you are tested after taking a class):What types of college credit have you or will you have earned: (mark all that apply)","Dual enrollment (this type of credit is when your teacher is certified and credit is given for finishing a class):What types of college credit have you or will you have earned: (mark all that apply)","Other:What types of college credit have you or will you have earned: (mark all that apply)","Which subject or career pathway area did you earn this dual credit(s) in? (Ex: Math, CTE Major)","Will you have earned a credential or industry certification for a career by the end of your senior year? (Ex: ASE or OSHA)","What is the name of the credential you have earned or will earn? (Ex: OSHA, MNA, ASE)","Will you have enough credits to graduate by the end of your senior year?","There were classes that you wanted to take, but weren't allowed to:Please indicate whether the following statements are true of your center:","There were career areas that you wanted to take, but they weren't offered:Please indicate whether the following statements are true of your center:","Advanced classes had requirements that you had to meet before you can sign up for them:Please indicate whether the following statements are true of your center:","A student can sign up for career tech (CTE) classes if they want to:Please indicate whether the following statements are true of your center:","Adults at your center have high expectations of all of their students, not just some of them:Please indicate whether the following statements are true of your center:","Adults at your center treat all students fairly:Please indicate whether the following statements are true of your center:","My teachers at this center encourage me to continue my education after high school. :Please indicate the extent to which you agree or disagree with the following statements. ","Adults at this center encourage ALL students, not just some, to continue their education after high school or get a job.:Please indicate the extent to which you agree or disagree with the following statements. ","My center values getting ready for a career just as much as getting ready for college. :Please indicate the extent to which you agree or disagree with the following statements. ","Teachers at this center have high academic expectations for students. :Please indicate the extent to which you agree or disagree with the following statements. ","My center helps me to develop challenging academic goals. :Please indicate the extent to which you agree or disagree with the following statements. ","My teachers care about me enough that they will not let me pass without doing the work. :Please indicate the extent to which you agree or disagree with the following statements. ","What is your gender?","What is your race / ethnicity?","What is your best language?","How far in school did your mother go?","How far in school did your father go?","How much education do you want to have completed by the time you are 30?","2-year college or technical school:Which of the following are you planning to do immediately after high school? (Check all that apply)","4-year college:Which of the following are you planning to do immediately after high school? (Check all that apply)","Come back to the center for adult learning training:Which of the following are you planning to do immediately after high school? (Check all that apply)","Work:Which of the following are you planning to do immediately after high school? (Check all that apply)","Military:Which of the following are you planning to do immediately after high school? (Check all that apply)","Other:Which of the following are you planning to do immediately after high school? (Check all that apply)","None of the above:Which of the following are you planning to do immediately after high school? (Check all that apply)"
"329","Jan 18, 2023 10:07:20 am","Jan 18, 2023 10:21:59 am","Complete","","","","English","https://classroom.google.com/","1674054424_63c80b188d2f89.01277923","Mozilla/5.0 (X11; CrOS x86_64 13816.47.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.73 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Sometimes","Always","Always","Sometimes","Always","Sometimes","Sometimes","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","An equal mix of students and teacher","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","I don't know","I don't know","Yes","I don't know","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Your technology center","Your home high school","","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","1-5","AP  credit","","","","","Other","","Yes","BLS, CNA","Yes","No","No","No","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Female","White","English","Some education after high school (some college, 2-year college, trade or vocational program).","I don't know.","Earn a degree at a 2-year college.","2-year college or technical school","","","","","",""
"330","Jan 18, 2023 10:07:24 am","Jan 18, 2023 10:16:24 am","Complete","","","","English","https://classroom.google.com/","1674054423_63c80b17e453a4.20680559","Mozilla/5.0 (X11; CrOS x86_64 13816.47.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.73 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Always","Always","Always","Always","Always","Always","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","An equal mix of students and teacher","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Disagree","I don't know","I don't know","I don't know","I don't know","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Your technology center","Your home high school","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","None","","","","","","","","Yes","CNA","Yes","No","No","No","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Male","White","English","Some education after high school (some college, 2-year college, trade or vocational program).","Earned a graduate degree (such as M.D., law degree, Ph.D., Ed.D.).","Earn a graduate degree (master's degree, doctoral degree, or other professional degrees, e.g., MD or law).","","4-year college","","","","",""
"331","Jan 18, 2023 10:07:41 am","Jan 18, 2023 10:26:35 am","Complete","","","","English","https://classroom.google.com/","1674054433_63c80b218878b9.13840324","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15","","172.56.57.206","-73.955902099609","40.646198272705","United States","Brooklyn","NY","11226","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Often","Always","Sometimes","Always","Always","Always","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Agree","Agree","Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Agree","An equal mix of students and teacher","Agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Agree","No","No","Yes","I don't know","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","","Your home high school","","","","","","","","","","","","","1-5","","","","Dual credit (this type of credit is when you are tested after taking a class)","Dual enrollment (this type of credit is when your teacher is certified and credit is given for finishing a class)","","Psychology and Computer Applications","Yes","CNA","Yes","No","No","Yes","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Female","White","English","Graduated from a 4-year college.","Some education after high school (some college, 2-year college, trade or vocational program).","Earn a degree at a 4-year college.","2-year college or technical school","","","","","",""
"332","Jan 18, 2023 10:07:45 am","Jan 18, 2023 10:22:16 am","Complete","","","","English","https://classroom.google.com/","1674054435_63c80b238e8a32.32321901","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Always","Always","Always","Always","Often","Always","Often","Often","Sometimes","Sometimes","Sometimes","Often","Sometimes","Often","Often","Sometimes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","An equal mix of students and teacher","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Agree","I don't know","I don't know","Yes","I don't know","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Your technology center","","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","1-5","","","","Dual credit (this type of credit is when you are tested after taking a class)","","Other","Math, BLS, CNA","Yes","CNA","Yes","No","No","No","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Female","White","English","Graduated from a 4-year college.","Graduated from high school or got a GED.","Earn a degree at a 4-year college.","2-year college or technical school","","","","","",""
"333","Jan 18, 2023 10:07:59 am","Jan 18, 2023 10:20:07 am","Complete","","","","English","https://classroom.google.com/","1674054431_63c80b1f499a79.18373660","Mozilla/5.0 (X11; CrOS x86_64 15183.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Sometimes","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","An equal mix of students and teacher","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","I don't know","Yes","I don't know","I don't know","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","None of the above","","","","","","","","","","","","None","","","","","","Other","","Yes","BLS, CNA","Yes","No","No","Yes","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Female","White","English","I don't know.","Did not graduate from high school.","I don't know.","","","","","Military","",""
"334","Jan 18, 2023 10:08:18 am","Jan 18, 2023 10:20:25 am","Complete","","","","English","https://classroom.google.com/","1674054431_63c80b1f28f046.45795569","Mozilla/5.0 (X11; CrOS x86_64 13816.47.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.73 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Often","Often","Often","Often","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","The teacher","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","I don't know","Yes","Yes","I don't know","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Your home high school","","","","","","","","","","","","","None","","","","","","Other","","Yes","CNA","Yes","No","No","No","No","Yes","Yes","Agree","Agree","Agree","Agree","Agree","Agree","Female","White","English","Did not graduate from high school.","Some education after high school (some college, 2-year college, trade or vocational program).","Earn a graduate degree (master's degree, doctoral degree, or other professional degrees, e.g., MD or law).","2-year college or technical school","","","","","",""
"335","Jan 18, 2023 10:08:22 am","Jan 18, 2023 10:20:14 am","Complete","","","","English","https://classroom.google.com/","1674054428_63c80b1c6f5616.31519229","Mozilla/5.0 (X11; CrOS x86_64 13904.10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.19 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Always","Always","Always","Always","Always","Often","Often","Always","Always","Always","Always","Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","An equal mix of students and teacher","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","I don't know","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Your technology center","Your home high school","","No","No","No","No","No","No","No","No","No","No","No","1-5","","","","","","Other","","Yes","CNA","Yes","No","No","Yes","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Female","White","English","I don't know.","I don't know.","Earn a graduate degree (master's degree, doctoral degree, or other professional degrees, e.g., MD or law).","","4-year college","","Work","","",""
"336","Jan 18, 2023 10:08:26 am","Jan 18, 2023 10:21:23 am","Complete","","","","English","https://classroom.google.com/","1674054389_63c80af57ea113.44586221","Mozilla/5.0 (X11; CrOS x86_64 13816.47.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.73 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Sometimes","Sometimes","Often","Sometimes","Always","Always","Never","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","An equal mix of students and teacher","Agree","Strongly disagree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","I don't know","I don't know","Yes","I don't know","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Your technology center","Your home high school","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","1-5","","","","","","Other","","Yes","CNA","Yes","No","No","No","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Female","White","English","Graduated from high school or got a GED.","I don't know.","Earn a degree at a 2-year college.","2-year college or technical school","","","","","",""
"337","Jan 18, 2023 10:08:20 am","Jan 18, 2023 10:19:13 am","Complete","","","","English","https://classroom.google.com/","1674054421_63c80b15477740.70322104","Mozilla/5.0 (X11; CrOS x86_64 13816.47.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.73 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Always","Always","Always","Always","Always","Always","Often","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","An equal mix of students and teacher","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Agree","Agree","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","","Your home high school","","","","","","","","","","","","","11-15","","","","","","Other","","Yes","BLS, CNA","Yes","No","No","No","Yes","Yes","Yes","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Female","White","English","Graduated from high school or got a GED.","Some education after high school (some college, 2-year college, trade or vocational program).","Earn a graduate degree (master's degree, doctoral degree, or other professional degrees, e.g., MD or law).","","4-year college","","","","",""
"338","Jan 18, 2023 10:09:09 am","Jan 18, 2023 10:29:06 am","Complete","","","","English","https://classroom.google.com/","1674054504_63c80b68be5ee7.76753044","Mozilla/5.0 (X11; CrOS x86_64 15183.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","2","Health Science","Yes","Always","Often","Always","Often","Often","Always","Often","Always","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","The teacher","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","I don't know","I don't know","Yes","I don't know","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","","Your home high school","","","","","","","","","","","","","6-10","","","","","","Other","","No","","Yes","No","No","No","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Male","White","English","Earned a graduate degree (such as M.D., law degree, Ph.D., Ed.D.).","Graduated from a 4-year college.","Earn a graduate degree (master's degree, doctoral degree, or other professional degrees, e.g., MD or law).","2-year college or technical school","","","","","",""
"339","Jan 18, 2023 10:09:18 am","Jan 18, 2023 10:25:31 am","Complete","","","","English","https://classroom.google.com/","1674054462_63c80b3e0490c3.34382316","Mozilla/5.0 (X11; CrOS x86_64 13816.47.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.73 Safari/537.36","","150.199.175.194","-91.763603210449","37.947498321533","United States","Rolla","MO","65401","Missouri - Rolla Technical Institute","I take some classes at a high school and some classes at a technology center","1","","Yes","Often","Often","Often","Often","Always","Always","Always","Often","Often","Always","Always","Often","Often","Always","Often","Often","Often","","","","","","","","","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","An equal mix of students and teacher","Agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","I don't know","Yes","Yes","I don't know","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Your home high school","","","","","","","","","","","","","None","","","","","","","","No","","Yes","No","No","No","Yes","Yes","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Male","White","English","Some education after high school (some college, 2-year college, trade or vocational program).","Graduated from high school or got a GED.","Earn an advanced credential Earn an advanced credential Earn a credential for a career field (this is a test that you pass in order to become certified for a job, such as ASE or OSHA).","2-year college or technical school","","","","","",""
